customer_id,signup_date,acquisition_channel,age,city_tier
CUST00527,2023-09-09,Social Media,48,Tier 1
CUST00528,2023-09-30,Paid Ads,37,Tier 2
CUST00529,2023-07-09,Paid Ads,34,Tier 2
CUST00530,2023-11-04,Organic Search,42,Tier 1
CUST00531,2023-11-11,Paid Ads,39,Tier 2
CUST00532,2023-12-04,Referral,54,Tier 1
CUST00533,2024-01-02,Organic Search,58,Tier 1
CUST00534,2023-11-22,Paid Ads,57,Tier 2
CUST00535,2023-11-21,Email,24,Tier 2
CUST00536,2023-11-08,Social Media,23,Tier 1
CUST00537,2023-07-21,Paid Ads,32,Tier 2
CUST00538,2023-09-02,Paid Ads,22,Tier 3
CUST00539,2023-09-28,Referral,26,Tier 2
CUST00540,2023-08-05,Email,42,Tier 2
CUST00541,2023-08-31,Organic Search,29,Tier 1
CUST00542,2023-12-17,Organic Search,35,Tier 1
CUST00543,2023-09-14,Paid Ads,39,Tier 1
CUST00544,2023-12-17,Organic Search,44,Tier 2
CUST00545,2024-01-05,Organic Search,45,Tier 2
CUST00546,2023-07-13,Social Media,34,Tier 1
CUST00547,2023-07-11,Organic Search,44,Tier 1
CUST00548,2023-08-23,Social Media,51,Tier 1
CUST00549,2023-07-16,Organic Search,49,Tier 1
CUST00550,2023-07-08,Social Media,24,Tier 3
CUST00551,2023-10-12,Social Media,26,Tier 2
CUST00552,2023-08-28,Organic Search,25,Tier 1
CUST00553,2023-08-26,Paid Ads,52,Tier 2
CUST00554,2023-08-09,Organic Search,32,Tier 2
CUST00555,2024-01-03,Social Media,34,Tier 2
CUST00556,2023-11-07,Social Media,27,Tier 1
CUST00557,2023-10-02,Paid Ads,28,Tier 1
CUST00558,2023-11-15,Paid Ads,35,Tier 1
CUST00559,2023-08-13,Paid Ads,30,Tier 3
CUST00560,2023-11-16,Social Media,24,Tier 2
CUST00561,2023-09-18,Paid Ads,37,Tier 2
CUST00562,2023-09-19,Organic Search,59,Tier 1
CUST00563,2023-07-02,Paid Ads,47,Tier 1
CUST00564,2023-12-25,Organic Search,24,Tier 1
CUST00565,2023-11-17,Social Media,43,Tier 3
CUST00566,2023-10-23,Organic Search,42,Tier 1
CUST00567,2023-09-28,Email,43,Tier 1
CUST00568,2023-07-23,Organic Search,34,Tier 3
CUST00569,2023-11-23,Organic Search,34,Tier 2
CUST00570,2023-08-31,Email,24,Tier 2
CUST00571,2023-10-21,Referral,55,Tier 1
CUST00572,2023-11-05,Social Media,39,Tier 2
CUST00573,2023-08-31,Organic Search,22,Tier 1
CUST00574,2023-08-07,Organic Search,52,Tier 2
CUST00575,2024-01-11,Social Media,46,Tier 1
CUST00576,2023-12-13,Paid Ads,56,Tier 1
CUST00577,2024-01-11,Organic Search,59,Tier 2
CUST00578,2023-08-30,Social Media,46,Tier 2
CUST00579,2023-11-06,Social Media,35,Tier 2
CUST00580,2023-12-20,Referral,32,Tier 1
CUST00581,2023-12-03,Referral,25,Tier 1
CUST00582,2023-11-26,Social Media,40,Tier 2
CUST00583,2023-10-30,Organic Search,19,Tier 2
CUST00584,2023-10-18,Organic Search,47,Tier 3
CUST00585,2023-07-13,Email,49,Tier 2
CUST00586,2023-12-02,Paid Ads,48,Tier 2
CUST00587,2023-10-08,Paid Ads,33,Tier 3
CUST00588,2023-11-12,Paid Ads,36,Tier 1
CUST00589,2023-07-22,Paid Ads,53,Tier 1
CUST00590,2023-09-12,Email,48,Tier 1
CUST00591,2023-12-28,Organic Search,52,Tier 1
CUST00592,2023-11-09,Organic Search,29,Tier 2
CUST00593,2023-07-23,Paid Ads,45,Tier 2
CUST00594,2023-10-27,Social Media,42,Tier 2
CUST00595,2023-09-08,Organic Search,53,Tier 1
CUST00596,2023-09-22,Paid Ads,57,Tier 2
CUST00597,2023-10-09,Social Media,26,Tier 1
CUST00598,2023-09-22,Paid Ads,36,Tier 2
CUST00599,2023-12-08,Organic Search,31,Tier 1
CUST00600,2023-07-28,Paid Ads,42,Tier 3
CUST00601,2023-11-13,Organic Search,41,Tier 1
CUST00602,2023-07-01,Referral,30,Tier 1
CUST00603,2023-12-12,Organic Search,48,Tier 2
CUST00604,2023-09-01,Email,49,Tier 3
CUST00605,2023-07-22,Organic Search,46,Tier 2
CUST00606,2023-09-08,Paid Ads,40,Tier 2
CUST00607,2023-11-02,Email,46,Tier 3
CUST00608,2023-11-26,Organic Search,31,Tier 3
CUST00609,2023-10-04,Paid Ads,43,Tier 2
CUST00610,2023-12-10,Organic Search,25,Tier 2
CUST00611,2023-09-17,Paid Ads,24,Tier 1
CUST00612,2023-07-05,Email,42,Tier 3
CUST00613,2023-08-29,Paid Ads,37,Tier 1
CUST00614,2023-10-28,Social Media,37,Tier 3
CUST00615,2023-08-15,Email,54,Tier 1
CUST00616,2023-12-25,Paid Ads,27,Tier 1
CUST00617,2023-12-23,Organic Search,54,Tier 2
CUST00618,2023-11-11,Paid Ads,56,Tier 1
CUST00619,2023-08-25,Social Media,58,Tier 1
CUST00620,2023-10-18,Organic Search,47,Tier 2
CUST00621,2024-01-03,Social Media,42,Tier 2
CUST00622,2023-12-04,Organic Search,23,Tier 2
CUST00623,2024-01-15,Social Media,44,Tier 1
CUST00624,2023-10-12,Organic Search,32,Tier 2
CUST00625,2023-09-15,Social Media,57,Tier 1
CUST00626,2023-11-23,Paid Ads,47,Tier 1
CUST00627,2023-07-02,Organic Search,24,Tier 2
CUST00628,2023-07-08,Organic Search,25,Tier 3
CUST00629,2023-09-13,Paid Ads,55,Tier 2
CUST00630,2023-12-29,Referral,36,Tier 2
CUST00631,2023-11-02,Organic Search,41,Tier 1
CUST00632,2023-08-07,Organic Search,56,Tier 2
CUST00633,2023-12-23,Email,19,Tier 1
CUST00634,2023-07-27,Paid Ads,22,Tier 3
CUST00635,2023-07-20,Paid Ads,53,Tier 3
CUST00636,2023-11-17,Email,41,Tier 2
CUST00637,2023-08-12,Organic Search,45,Tier 2
CUST00638,2024-01-05,Referral,44,Tier 2
CUST00639,2023-07-31,Paid Ads,26,Tier 2
CUST00640,2023-09-29,Organic Search,34,Tier 1
CUST00641,2023-08-30,Social Media,59,Tier 1
CUST00642,2024-01-11,Email,21,Tier 2
CUST00643,2023-10-17,Paid Ads,50,Tier 3
CUST00644,2023-09-29,Email,23,Tier 1
CUST00645,2023-12-10,Organic Search,38,Tier 1
CUST00646,2023-10-03,Paid Ads,32,Tier 1
CUST00647,2023-11-20,Social Media,50,Tier 3
CUST00648,2023-11-21,Organic Search,44,Tier 1
CUST00649,2023-07-13,Paid Ads,24,Tier 1
CUST00650,2023-10-21,Social Media,54,Tier 2
CUST00651,2023-08-04,Referral,58,Tier 2
CUST00652,2024-01-03,Paid Ads,23,Tier 1
CUST00653,2023-11-26,Paid Ads,31,Tier 1
CUST00654,2023-12-29,Email,50,Tier 2
CUST00655,2023-12-05,Referral,34,Tier 2
CUST00656,2023-08-17,Social Media,19,Tier 3
CUST00657,2023-08-04,Organic Search,31,Tier 2
CUST00658,2023-09-24,Paid Ads,29,Tier 1
CUST00659,2023-12-13,Paid Ads,26,Tier 2
CUST00660,2023-12-06,Social Media,43,Tier 1
CUST00661,2023-11-29,Email,58,Tier 1
CUST00662,2023-10-22,Email,50,Tier 3
CUST00663,2023-12-24,Referral,42,Tier 3
CUST00664,2023-10-08,Organic Search,46,Tier 1
CUST00665,2023-12-07,Organic Search,32,Tier 1
CUST00666,2023-12-30,Paid Ads,21,Tier 1
CUST00667,2024-01-02,Paid Ads,54,Tier 1
CUST00668,2023-10-07,Organic Search,45,Tier 2
CUST00669,2023-07-03,Organic Search,38,Tier 1
CUST00670,2024-01-13,Email,33,Tier 3
CUST00671,2023-09-23,Social Media,45,Tier 1
CUST00672,2023-11-02,Paid Ads,59,Tier 2
CUST00673,2023-11-15,Paid Ads,46,Tier 3
CUST00674,2023-09-21,Organic Search,43,Tier 2
CUST00675,2023-07-25,Social Media,51,Tier 1
CUST00676,2023-09-06,Social Media,32,Tier 1
CUST00677,2023-08-30,Email,26,Tier 1
CUST00678,2023-07-29,Organic Search,32,Tier 3
CUST00679,2023-11-04,Organic Search,19,Tier 3
CUST00680,2023-07-19,Organic Search,34,Tier 3
CUST00681,2023-12-18,Email,36,Tier 3
CUST00682,2024-01-10,Social Media,25,Tier 1
CUST00683,2023-09-12,Social Media,33,Tier 3
CUST00684,2023-08-30,Paid Ads,42,Tier 3
CUST00685,2023-12-18,Social Media,31,Tier 1
CUST00686,2023-11-30,Referral,27,Tier 1
CUST00687,2023-07-20,Organic Search,33,Tier 2
CUST00688,2023-08-17,Paid Ads,53,Tier 1
CUST00689,2023-09-25,Referral,42,Tier 1
CUST00690,2023-11-29,Paid Ads,51,Tier 3
CUST00691,2023-11-16,Referral,34,Tier 3
CUST00692,2023-10-18,Referral,26,Tier 1
CUST00693,2023-12-30,Email,47,Tier 1
CUST00694,2023-07-28,Social Media,41,Tier 3
CUST00695,2024-01-13,Social Media,49,Tier 2
CUST00696,2024-01-07,Email,58,Tier 1
CUST00697,2023-08-28,Paid Ads,32,Tier 2
CUST00698,2023-11-10,Organic Search,48,Tier 3
CUST00699,2023-08-20,Paid Ads,57,Tier 3
CUST00700,2023-11-26,Email,45,Tier 1
CUST00701,2023-07-12,Organic Search,34,Tier 1
CUST00702,2023-08-19,Organic Search,24,Tier 3
CUST00703,2023-11-09,Organic Search,51,Tier 1
CUST00704,2023-10-21,Social Media,36,Tier 2
CUST00705,2023-12-17,Referral,34,Tier 1
CUST00706,2023-12-13,Referral,30,Tier 1
CUST00707,2023-11-30,Paid Ads,38,Tier 1
CUST00708,2023-07-14,Social Media,58,Tier 1
CUST00709,2023-08-01,Social Media,47,Tier 3
CUST00710,2023-11-16,Paid Ads,48,Tier 1
CUST00711,2024-01-05,Email,44,Tier 3
CUST00712,2023-11-23,Organic Search,40,Tier 3
CUST00713,2023-12-02,Referral,51,Tier 1
CUST00714,2023-08-24,Paid Ads,57,Tier 2
CUST00715,2023-12-29,Paid Ads,47,Tier 1
CUST00716,2023-10-28,Email,40,Tier 2
CUST00717,2023-09-13,Paid Ads,31,Tier 2
CUST00718,2023-07-21,Organic Search,27,Tier 1
CUST00719,2023-12-19,Email,42,Tier 1
CUST00720,2023-11-10,Organic Search,33,Tier 2
CUST00721,2023-09-25,Social Media,54,Tier 3
CUST00722,2023-12-16,Paid Ads,31,Tier 1
CUST00723,2023-08-28,Email,45,Tier 2
CUST00724,2023-09-27,Email,55,Tier 1
CUST00725,2023-12-29,Paid Ads,25,Tier 3
CUST00726,2023-11-27,Email,26,Tier 1
CUST00727,2023-09-21,Email,55,Tier 2
CUST00728,2023-09-03,Social Media,59,Tier 1
CUST00729,2023-09-02,Social Media,32,Tier 2
CUST00730,2023-09-09,Social Media,30,Tier 3
CUST00731,2023-07-04,Organic Search,54,Tier 2
CUST00732,2024-01-09,Paid Ads,58,Tier 2
CUST00733,2023-11-20,Referral,35,Tier 2
CUST00734,2023-10-12,Paid Ads,58,Tier 3
CUST00735,2023-11-27,Organic Search,47,Tier 2
CUST00736,2023-12-22,Paid Ads,45,Tier 3
CUST00737,2023-10-01,Organic Search,19,Tier 2
CUST00738,2023-12-21,Organic Search,52,Tier 2
CUST00739,2023-11-19,Referral,22,Tier 1
CUST00740,2023-12-25,Paid Ads,42,Tier 2
CUST00741,2023-11-25,Organic Search,39,Tier 1
CUST00742,2023-12-25,Referral,51,Tier 3
CUST00743,2023-10-20,Referral,25,Tier 2
CUST00744,2023-12-08,Paid Ads,19,Tier 3
CUST00745,2023-10-27,Organic Search,59,Tier 1
CUST00746,2023-08-28,Social Media,21,Tier 1
CUST00747,2023-08-12,Social Media,33,Tier 3
CUST00748,2023-07-12,Email,49,Tier 1
CUST00749,2023-08-09,Social Media,34,Tier 2
CUST00750,2023-10-26,Email,28,Tier 3
CUST00751,2023-07-20,Organic Search,47,Tier 2
CUST00752,2023-12-13,Email,24,Tier 1
CUST00753,2023-11-08,Paid Ads,47,Tier 3
CUST00754,2023-12-03,Social Media,35,Tier 1
CUST00755,2023-12-31,Email,40,Tier 3
CUST00756,2023-09-28,Organic Search,42,Tier 1
CUST00757,2023-10-02,Paid Ads,35,Tier 2
CUST00758,2023-07-13,Paid Ads,39,Tier 1
CUST00759,2023-09-04,Paid Ads,29,Tier 2
CUST00760,2023-08-06,Email,25,Tier 1
CUST00761,2023-12-24,Paid Ads,57,Tier 3
CUST00762,2023-09-04,Social Media,23,Tier 2
CUST00763,2023-08-05,Organic Search,39,Tier 1
CUST00764,2023-12-29,Email,36,Tier 2
CUST00765,2023-07-26,Social Media,53,Tier 2
CUST00766,2023-09-13,Email,38,Tier 1
CUST00767,2024-01-16,Paid Ads,33,Tier 1
CUST00768,2023-10-16,Referral,23,Tier 1
CUST00769,2023-12-15,Organic Search,31,Tier 1
CUST00770,2023-08-12,Organic Search,30,Tier 1
CUST00771,2023-11-27,Paid Ads,39,Tier 1
CUST00772,2023-11-25,Organic Search,55,Tier 2
CUST00773,2023-07-08,Referral,24,Tier 2
CUST00774,2023-07-29,Organic Search,25,Tier 1
CUST00775,2023-08-09,Social Media,44,Tier 3
CUST00776,2023-12-05,Social Media,26,Tier 3
CUST00777,2023-11-05,Organic Search,27,Tier 1
CUST00778,2023-09-22,Email,45,Tier 1
CUST00779,2023-10-24,Organic Search,22,Tier 3
CUST00780,2023-12-30,Paid Ads,39,Tier 2
CUST00781,2023-11-21,Organic Search,49,Tier 1
CUST00782,2023-12-21,Referral,39,Tier 2
CUST00783,2023-08-31,Referral,58,Tier 2
CUST00784,2023-07-07,Organic Search,43,Tier 1
CUST00785,2023-08-14,Organic Search,57,Tier 2
CUST00786,2024-01-03,Social Media,33,Tier 2
CUST00787,2023-12-31,Organic Search,53,Tier 2
CUST00788,2023-12-23,Social Media,59,Tier 3
CUST00789,2023-12-02,Email,55,Tier 1
CUST00790,2023-12-28,Paid Ads,46,Tier 2
CUST00791,2023-09-26,Social Media,32,Tier 1
CUST00792,2023-09-11,Paid Ads,22,Tier 1
CUST00793,2023-12-10,Referral,38,Tier 1
CUST00794,2023-12-26,Referral,52,Tier 1
CUST00795,2023-08-06,Organic Search,30,Tier 1
CUST00796,2023-10-27,Organic Search,51,Tier 1
CUST00797,2023-08-26,Referral,42,Tier 1
CUST00798,2023-07-08,Referral,38,Tier 2
CUST00799,2023-10-03,Organic Search,23,Tier 1
CUST00800,2023-10-25,Social Media,56,Tier 2
CUST00801,2023-10-18,Paid Ads,48,Tier 1
CUST00802,2023-07-20,Organic Search,42,Tier 1
CUST00803,2023-11-01,Social Media,58,Tier 1
CUST00804,2023-08-22,Organic Search,25,Tier 1
CUST00805,2023-10-27,Referral,54,Tier 2
CUST00806,2023-07-12,Organic Search,56,Tier 1
CUST00807,2023-12-24,Email,34,Tier 3
CUST00808,2023-07-17,Organic Search,33,Tier 3
CUST00809,2023-09-02,Paid Ads,41,Tier 1
CUST00810,2023-08-11,Email,30,Tier 2
CUST00811,2023-10-02,Organic Search,47,Tier 1
CUST00812,2023-12-04,Paid Ads,33,Tier 2
CUST00813,2023-11-24,Paid Ads,47,Tier 2
CUST00814,2023-07-11,Organic Search,39,Tier 1
CUST00815,2023-10-06,Social Media,33,Tier 1
CUST00816,2023-12-25,Paid Ads,32,Tier 1
CUST00817,2023-09-09,Email,34,Tier 1
CUST00818,2023-10-16,Paid Ads,33,Tier 2
CUST00819,2023-08-27,Paid Ads,22,Tier 1
CUST00820,2023-08-03,Organic Search,45,Tier 1
CUST00821,2023-07-20,Paid Ads,41,Tier 2
CUST00822,2023-08-19,Paid Ads,47,Tier 2
CUST00823,2023-10-10,Social Media,59,Tier 1
CUST00824,2023-11-15,Social Media,27,Tier 2
CUST00825,2023-12-07,Paid Ads,25,Tier 2
CUST00826,2023-08-21,Organic Search,22,Tier 2
CUST00827,2023-07-15,Organic Search,23,Tier 2
CUST00828,2023-09-22,Organic Search,23,Tier 2
CUST00829,2023-11-08,Organic Search,29,Tier 1
CUST00830,2023-08-06,Paid Ads,59,Tier 2
CUST00831,2023-11-03,Organic Search,46,Tier 3
CUST00832,2023-08-09,Organic Search,34,Tier 2
CUST00833,2023-09-10,Organic Search,59,Tier 1
CUST00834,2023-08-09,Organic Search,48,Tier 1
CUST00835,2023-08-25,Organic Search,22,Tier 3
CUST00836,2023-11-28,Organic Search,20,Tier 1
CUST00837,2023-10-12,Paid Ads,21,Tier 1
CUST00838,2023-11-16,Paid Ads,39,Tier 1
CUST00839,2023-10-18,Organic Search,24,Tier 3
CUST00840,2024-01-08,Paid Ads,36,Tier 1
CUST00841,2023-11-13,Paid Ads,23,Tier 1
CUST00842,2023-10-01,Organic Search,27,Tier 2
CUST00843,2023-10-02,Organic Search,38,Tier 1
CUST00844,2023-08-25,Paid Ads,46,Tier 3
CUST00845,2023-08-29,Email,44,Tier 2
CUST00846,2023-11-15,Organic Search,36,Tier 2
CUST00847,2023-08-08,Organic Search,37,Tier 3
CUST00848,2023-07-28,Social Media,21,Tier 3
CUST00849,2023-08-18,Organic Search,27,Tier 1
CUST00850,2023-12-11,Organic Search,54,Tier 1
CUST00851,2023-11-02,Social Media,49,Tier 3
CUST00852,2023-07-13,Social Media,35,Tier 1
CUST00853,2023-08-05,Paid Ads,41,Tier 3
CUST00854,2023-10-09,Paid Ads,52,Tier 3
CUST00855,2023-07-26,Organic Search,59,Tier 1
CUST00856,2023-09-24,Organic Search,59,Tier 3
CUST00857,2023-07-04,Email,23,Tier 1
CUST00858,2023-09-20,Organic Search,33,Tier 2
CUST00859,2024-01-08,Paid Ads,21,Tier 1
CUST00860,2023-12-13,Referral,37,Tier 3
CUST00861,2023-11-04,Referral,46,Tier 2
CUST00862,2023-09-26,Organic Search,21,Tier 2
CUST00863,2023-11-04,Email,56,Tier 3
CUST00864,2023-10-28,Paid Ads,22,Tier 2
CUST00865,2023-07-22,Social Media,42,Tier 1
CUST00866,2023-11-07,Organic Search,49,Tier 3
CUST00867,2023-07-31,Organic Search,29,Tier 2
CUST00868,2023-10-27,Organic Search,55,Tier 3
CUST00869,2023-07-11,Paid Ads,19,Tier 3
CUST00870,2023-08-15,Paid Ads,27,Tier 1
CUST00871,2023-10-04,Social Media,35,Tier 1
CUST00872,2024-01-06,Email,19,Tier 1
CUST00873,2024-01-13,Organic Search,21,Tier 2
CUST00874,2024-01-08,Paid Ads,44,Tier 1
CUST00875,2023-07-10,Organic Search,49,Tier 2
CUST00876,2023-12-15,Social Media,44,Tier 1
CUST00877,2023-11-05,Referral,41,Tier 1
CUST00878,2023-11-29,Referral,48,Tier 1
CUST00879,2023-10-07,Social Media,28,Tier 1
CUST00880,2023-12-19,Organic Search,26,Tier 2
CUST00881,2023-10-20,Organic Search,43,Tier 1
CUST00882,2023-08-29,Email,40,Tier 1
CUST00883,2024-01-06,Referral,33,Tier 1
CUST00884,2023-09-25,Organic Search,59,Tier 2
CUST00885,2023-11-22,Organic Search,28,Tier 3
CUST00886,2023-09-03,Social Media,38,Tier 1
CUST00887,2023-08-26,Organic Search,59,Tier 2
CUST00888,2023-12-30,Paid Ads,41,Tier 1
CUST00889,2023-10-14,Email,19,Tier 1
CUST00890,2023-12-28,Organic Search,20,Tier 2
CUST00891,2023-12-31,Organic Search,37,Tier 1
CUST00892,2023-07-09,Social Media,32,Tier 2
CUST00893,2023-07-22,Email,26,Tier 1
CUST00894,2023-11-18,Referral,56,Tier 3
CUST00895,2023-09-27,Paid Ads,30,Tier 1
CUST00896,2023-12-23,Organic Search,44,Tier 2
CUST00897,2023-07-18,Social Media,45,Tier 3
CUST00898,2023-10-23,Paid Ads,47,Tier 1
CUST00899,2023-12-15,Organic Search,33,Tier 2
CUST00900,2023-11-22,Social Media,19,Tier 1
CUST00901,2023-11-20,Organic Search,46,Tier 2
CUST00902,2023-10-14,Organic Search,21,Tier 1
CUST00903,2023-07-15,Organic Search,36,Tier 1
CUST00904,2023-09-01,Paid Ads,52,Tier 2
CUST00905,2023-12-14,Paid Ads,50,Tier 1
CUST00906,2023-07-13,Paid Ads,47,Tier 2
CUST00907,2023-09-19,Social Media,43,Tier 1
CUST00908,2023-08-01,Referral,44,Tier 1
CUST00909,2023-11-14,Organic Search,57,Tier 2
CUST00910,2023-08-09,Organic Search,26,Tier 2
CUST00911,2023-11-25,Organic Search,37,Tier 1
CUST00912,2023-09-20,Organic Search,40,Tier 1
CUST00913,2023-09-15,Email,47,Tier 1
CUST00914,2024-01-07,Social Media,51,Tier 1
CUST00915,2023-09-14,Social Media,56,Tier 1
CUST00916,2023-12-19,Organic Search,53,Tier 1
CUST00917,2023-08-07,Paid Ads,21,Tier 2
CUST00918,2024-01-04,Paid Ads,37,Tier 2
CUST00919,2023-09-09,Organic Search,28,Tier 1
CUST00920,2023-08-17,Email,45,Tier 1
CUST00921,2023-07-18,Referral,33,Tier 1
CUST00922,2023-11-21,Paid Ads,29,Tier 2
CUST00923,2023-12-30,Social Media,44,Tier 3
CUST00924,2023-08-08,Paid Ads,42,Tier 2
CUST00925,2024-01-12,Organic Search,31,Tier 2
CUST00926,2024-01-03,Email,50,Tier 3
CUST00927,2023-09-27,Organic Search,55,Tier 1
CUST00928,2023-08-31,Organic Search,22,Tier 1
CUST00929,2023-11-18,Email,31,Tier 2
CUST00930,2023-10-17,Social Media,27,Tier 1
CUST00931,2023-09-19,Paid Ads,52,Tier 2
CUST00932,2023-11-11,Paid Ads,55,Tier 2
CUST00933,2023-09-15,Social Media,25,Tier 2
CUST00934,2024-01-04,Social Media,19,Tier 1
CUST00935,2023-09-28,Social Media,30,Tier 2
CUST00936,2023-07-14,Organic Search,39,Tier 2
CUST00937,2023-10-03,Referral,29,Tier 3
CUST00938,2023-08-23,Organic Search,32,Tier 2
CUST00939,2023-11-09,Email,52,Tier 3
CUST00940,2023-08-08,Organic Search,52,Tier 1
CUST00941,2023-09-10,Email,43,Tier 1
CUST00942,2023-07-25,Organic Search,22,Tier 1
CUST00943,2023-09-15,Paid Ads,44,Tier 1
CUST00944,2023-12-07,Paid Ads,34,Tier 3
CUST00945,2024-01-03,Organic Search,28,Tier 3
CUST00946,2024-01-07,Email,20,Tier 1
CUST00947,2023-12-13,Social Media,53,Tier 1
CUST00948,2023-10-28,Referral,37,Tier 1
CUST00949,2023-08-22,Organic Search,24,Tier 3
CUST00950,2024-01-11,Social Media,37,Tier 1
CUST00951,2023-12-03,Email,26,Tier 1
CUST00952,2023-11-08,Paid Ads,32,Tier 1
CUST00953,2023-11-27,Organic Search,28,Tier 1
CUST00954,2023-10-04,Email,21,Tier 3
CUST00955,2023-12-13,Referral,56,Tier 1
CUST00956,2024-01-16,Email,47,Tier 1
CUST00957,2023-09-10,Paid Ads,33,Tier 1
CUST00958,2023-08-31,Paid Ads,41,Tier 2
CUST00959,2024-01-01,Organic Search,41,Tier 2
CUST00960,2023-07-06,Social Media,36,Tier 1
CUST00961,2023-08-01,Social Media,37,Tier 1
CUST00962,2023-10-07,Organic Search,46,Tier 3
CUST00963,2023-11-15,Social Media,44,Tier 1
CUST00964,2023-11-08,Organic Search,28,Tier 2
CUST00965,2024-01-03,Referral,22,Tier 1
CUST00966,2023-09-14,Paid Ads,20,Tier 1
CUST00967,2023-12-24,Organic Search,21,Tier 2
CUST00968,2023-08-28,Paid Ads,25,Tier 3
CUST00969,2023-07-31,Paid Ads,34,Tier 2
CUST00970,2023-10-01,Organic Search,49,Tier 1
CUST00971,2023-09-07,Email,28,Tier 2
CUST00972,2024-01-06,Email,37,Tier 2
CUST00973,2023-08-21,Social Media,46,Tier 2
CUST00974,2023-09-27,Organic Search,35,Tier 2
CUST00975,2023-11-04,Paid Ads,46,Tier 1
CUST00976,2023-12-16,Organic Search,37,Tier 2
CUST00977,2023-07-31,Social Media,55,Tier 2
CUST00978,2023-09-22,Organic Search,41,Tier 1
CUST00979,2023-11-04,Referral,38,Tier 2
CUST00980,2023-11-27,Social Media,31,Tier 1
CUST00981,2023-11-09,Paid Ads,31,Tier 1
CUST00982,2023-07-13,Paid Ads,29,Tier 3
CUST00983,2023-08-14,Organic Search,33,Tier 1
CUST00984,2023-11-04,Organic Search,35,Tier 1
CUST00985,2023-12-17,Social Media,46,Tier 2
CUST00986,2023-10-22,Referral,37,Tier 3
CUST00987,2023-12-24,Organic Search,22,Tier 3
CUST00988,2023-07-20,Email,40,Tier 2
CUST00989,2023-09-19,Social Media,40,Tier 1
CUST00990,2023-12-29,Email,55,Tier 3
CUST00991,2023-12-11,Organic Search,57,Tier 2
CUST00992,2023-11-06,Organic Search,52,Tier 1
CUST00993,2023-11-20,Organic Search,51,Tier 3
CUST00994,2023-07-17,Social Media,58,Tier 1
CUST00995,2023-11-29,Paid Ads,51,Tier 1
CUST00996,2023-08-27,Paid Ads,30,Tier 3
CUST00997,2023-09-10,Referral,20,Tier 2
CUST00998,2023-10-17,Email,46,Tier 1
CUST00999,2023-07-23,Social Media,28,Tier 1
CUST01000,2023-12-21,Paid Ads,40,Tier 2
CUST01001,2023-09-10,Organic Search,35,Tier 1
CUST01002,2023-07-08,Referral,44,Tier 1
CUST01003,2023-08-28,Paid Ads,21,Tier 2
CUST01004,2023-10-19,Organic Search,25,Tier 3
CUST01005,2024-01-03,Paid Ads,26,Tier 2
CUST01006,2023-07-13,Organic Search,38,Tier 2
CUST01007,2023-12-14,Paid Ads,30,Tier 2
CUST01008,2023-12-03,Social Media,53,Tier 2
CUST01009,2024-01-05,Referral,35,Tier 1
CUST01010,2023-07-16,Referral,46,Tier 3
CUST01011,2023-10-27,Organic Search,59,Tier 1
CUST01012,2023-07-02,Paid Ads,28,Tier 1
CUST01013,2023-11-22,Organic Search,40,Tier 1
CUST01014,2023-07-30,Social Media,56,Tier 2
CUST01015,2023-10-11,Paid Ads,51,Tier 1
CUST01016,2023-07-13,Email,40,Tier 1
CUST01017,2023-10-04,Social Media,55,Tier 2
CUST01018,2023-10-02,Paid Ads,31,Tier 3
CUST01019,2023-09-20,Paid Ads,45,Tier 2
CUST01020,2023-07-13,Referral,33,Tier 1
CUST01021,2023-12-18,Referral,40,Tier 1
CUST01022,2023-10-02,Organic Search,48,Tier 2
CUST01023,2023-11-26,Paid Ads,58,Tier 1
CUST01024,2023-10-20,Referral,55,Tier 2
CUST01025,2023-08-24,Organic Search,52,Tier 1
CUST01026,2023-09-19,Paid Ads,52,Tier 3
CUST01027,2023-12-15,Organic Search,53,Tier 2
CUST01028,2023-10-24,Paid Ads,37,Tier 1
CUST01029,2023-11-20,Organic Search,26,Tier 3
CUST01030,2023-12-27,Paid Ads,57,Tier 1
CUST01031,2023-10-16,Organic Search,51,Tier 1
CUST01032,2023-08-22,Paid Ads,46,Tier 3
CUST01033,2023-11-05,Referral,55,Tier 1
CUST01034,2023-12-27,Social Media,43,Tier 1
CUST01035,2023-12-05,Social Media,54,Tier 1
CUST01036,2023-12-08,Email,35,Tier 1
CUST01037,2023-08-26,Organic Search,42,Tier 1
CUST01038,2023-08-21,Organic Search,39,Tier 2
CUST01039,2023-11-14,Referral,20,Tier 2
CUST01040,2023-12-29,Paid Ads,49,Tier 1
CUST01041,2023-10-19,Organic Search,51,Tier 1
CUST01042,2023-07-01,Social Media,48,Tier 3
CUST01043,2023-08-13,Organic Search,30,Tier 3
CUST01044,2023-09-13,Organic Search,30,Tier 2
CUST01045,2023-10-06,Referral,42,Tier 3
CUST01046,2023-07-09,Social Media,42,Tier 2
CUST01047,2023-08-01,Paid Ads,29,Tier 1
CUST01048,2023-07-15,Referral,31,Tier 1
CUST01049,2023-11-17,Email,45,Tier 1
CUST01050,2024-01-01,Social Media,26,Tier 3
CUST01051,2023-11-13,Organic Search,28,Tier 2
CUST01052,2023-09-10,Organic Search,26,Tier 2
CUST01053,2023-12-02,Email,38,Tier 1
