transaction_id,customer_id,transaction_date,category,order_value,quantity
TXN009737,CUST00421,2024-02-29,Beauty,2714.76,2
TXN009738,CUST00421,2024-02-20,Home & Kitchen,2138.79,4
TXN009739,CUST00421,2024-03-25,Books,927.58,2
TXN009740,CUST00421,2024-03-26,Books,2116.07,2
TXN009741,CUST00421,2024-03-20,Home & Kitchen,1983.9,1
TXN009742,CUST00421,2024-05-15,Home & Kitchen,1342.68,4
TXN009743,CUST00421,2024-06-05,Books,1039.14,2
TXN009744,CUST00421,2024-05-13,Books,2161.66,3
TXN009745,CUST00421,2024-05-30,Home & Kitchen,1104.52,4
TXN009746,CUST00421,2024-06-18,Apparel,1603.03,4
TXN009747,CUST00421,2024-06-22,Home & Kitchen,920.39,1
TXN009748,CUST00421,2024-06-28,Books,1852.82,4
TXN009749,CUST00421,2024-06-23,Home & Kitchen,1489.32,4
TXN009750,CUST00421,2024-07-28,Beauty,2069.87,4
TXN009751,CUST00421,2024-08-02,Books,1366.41,1
TXN009752,CUST00421,2024-09-01,Electronics,1369.49,4
TXN009753,CUST00421,2024-08-15,Books,1460.46,1
TXN009754,CUST00421,2024-09-13,Beauty,1824.26,3
TXN009755,CUST00421,2024-10-09,Books,2432.49,3
TXN009756,CUST00421,2024-11-30,Apparel,1783.43,4
TXN009757,CUST00421,2024-11-15,Sports,867.26,3
TXN009758,CUST00421,2024-12-03,Electronics,1768.71,1
TXN009759,CUST00421,2024-12-21,Home & Kitchen,1604.17,2
TXN009760,CUST00421,2024-12-18,Home & Kitchen,1118.47,3
TXN009761,CUST00421,2024-12-24,Apparel,1320.65,4
TXN009762,CUST00421,2025-01-18,Apparel,2118.1,1
TXN009763,CUST00421,2025-02-19,Apparel,1939.89,2
TXN009764,CUST00421,2025-04-01,Sports,1566.56,3
TXN009765,CUST00421,2025-03-25,Apparel,1682.13,4
TXN009766,CUST00421,2025-04-13,Sports,1091.51,4
TXN009767,CUST00421,2025-04-20,Electronics,1397.29,3
TXN009768,CUST00421,2025-04-25,Apparel,1976.43,2
TXN009769,CUST00421,2025-05-23,Electronics,1413.87,2
TXN009770,CUST00422,2023-09-20,Sports,1786.69,2
TXN009771,CUST00422,2023-10-24,Beauty,1612.23,2
TXN009772,CUST00422,2023-10-20,Sports,1898.4,4
TXN009773,CUST00422,2023-11-07,Electronics,2225.42,3
TXN009774,CUST00422,2023-12-02,Beauty,2784.17,2
TXN009775,CUST00422,2023-12-22,Books,1981.31,3
TXN009776,CUST00422,2023-12-29,Sports,1268.98,4
TXN009777,CUST00422,2023-12-30,Sports,1311.53,3
TXN009778,CUST00422,2024-01-29,Electronics,1500.41,2
TXN009779,CUST00422,2024-05-05,Books,1103.63,4
TXN009780,CUST00422,2024-05-08,Beauty,1839.38,3
TXN009781,CUST00422,2024-05-25,Apparel,1531.37,4
TXN009782,CUST00422,2024-06-05,Books,1871.24,2
TXN009783,CUST00422,2024-05-30,Electronics,2455.77,1
TXN009784,CUST00422,2024-06-09,Home & Kitchen,1436.7,1
TXN009785,CUST00422,2024-06-15,Apparel,1018.72,4
TXN009786,CUST00422,2024-07-20,Beauty,1951.63,4
TXN009787,CUST00422,2024-07-05,Apparel,1084.57,2
TXN009788,CUST00422,2024-08-23,Apparel,1826.21,4
TXN009789,CUST00422,2024-08-03,Apparel,2283.31,1
TXN009790,CUST00422,2024-08-02,Apparel,1955.36,3
TXN009791,CUST00422,2024-08-12,Beauty,1990.71,1
TXN009792,CUST00423,2023-07-18,Sports,896.55,3
TXN009793,CUST00423,2023-07-20,Sports,639.79,2
TXN009794,CUST00423,2024-02-08,Books,544.61,2
TXN009795,CUST00423,2024-05-23,Sports,919.48,2
TXN009796,CUST00423,2024-09-02,Sports,287.77,4
TXN009797,CUST00423,2024-09-11,Apparel,435.61,4
TXN009798,CUST00423,2025-03-06,Beauty,479.07,1
TXN009799,CUST00423,2025-02-10,Electronics,464.08,3
TXN009800,CUST00423,2025-05-16,Beauty,754.32,4
TXN009801,CUST00423,2025-06-01,Apparel,631.43,2
TXN009802,CUST00424,2023-12-20,Apparel,767.95,4
TXN009803,CUST00424,2024-01-13,Home & Kitchen,1151.6,4
TXN009804,CUST00424,2023-12-19,Books,1395.25,1
TXN009805,CUST00424,2024-01-20,Electronics,954.15,3
TXN009806,CUST00424,2024-04-02,Apparel,1166.11,1
TXN009807,CUST00424,2024-06-06,Sports,473.33,4
TXN009808,CUST00424,2024-06-22,Home & Kitchen,1444.87,1
TXN009809,CUST00424,2024-07-06,Electronics,323.08,1
TXN009810,CUST00424,2024-07-20,Home & Kitchen,1571.22,2
TXN009811,CUST00424,2024-08-03,Home & Kitchen,1147.83,3
TXN009812,CUST00424,2024-08-30,Apparel,870.48,2
TXN009813,CUST00424,2024-09-10,Apparel,864.36,4
TXN009814,CUST00424,2024-10-05,Sports,254.55,2
TXN009815,CUST00424,2024-11-05,Books,367.33,1
TXN009816,CUST00424,2024-11-19,Apparel,1184.8,4
TXN009817,CUST00424,2024-12-12,Home & Kitchen,1065.7,2
TXN009818,CUST00424,2025-03-24,Home & Kitchen,1041.59,4
TXN009819,CUST00424,2025-03-20,Sports,883.19,4
TXN009820,CUST00424,2025-04-22,Books,1643.44,4
TXN009821,CUST00425,2023-08-22,Home & Kitchen,533.35,3
TXN009822,CUST00425,2023-10-21,Books,864.61,4
TXN009823,CUST00425,2023-10-11,Apparel,434.36,2
TXN009824,CUST00425,2023-09-24,Electronics,775.72,3
TXN009825,CUST00425,2024-03-08,Sports,817.65,1
TXN009826,CUST00425,2024-03-21,Books,439.1,4
TXN009827,CUST00425,2024-08-13,Home & Kitchen,536.58,1
TXN009828,CUST00425,2024-09-14,Sports,604.63,2
TXN009829,CUST00426,2023-12-13,Beauty,536.03,4
TXN009830,CUST00426,2023-12-24,Sports,1341.3,1
TXN009831,CUST00426,2024-02-05,Apparel,912.8,3
TXN009832,CUST00426,2024-04-30,Books,507.49,2
TXN009833,CUST00426,2024-04-12,Apparel,626.43,1
TXN009834,CUST00426,2024-05-23,Books,195.11,4
TXN009835,CUST00426,2024-07-02,Home & Kitchen,765.81,1
TXN009836,CUST00426,2024-06-29,Books,998.34,3
TXN009837,CUST00426,2024-07-25,Books,728.28,4
TXN009838,CUST00426,2024-08-03,Electronics,1098.29,2
TXN009839,CUST00426,2024-08-20,Books,1485.19,4
TXN009840,CUST00426,2024-09-23,Apparel,598.8,4
TXN009841,CUST00426,2024-09-06,Sports,889.41,4
TXN009842,CUST00426,2024-10-20,Electronics,1084.72,1
TXN009843,CUST00426,2024-10-24,Home & Kitchen,1143.22,1
TXN009844,CUST00426,2024-12-02,Sports,1517.79,1
TXN009845,CUST00426,2024-12-09,Beauty,903.91,3
TXN009846,CUST00426,2025-01-06,Apparel,664.79,4
TXN009847,CUST00426,2025-01-21,Beauty,1190.13,2
TXN009848,CUST00426,2025-01-19,Home & Kitchen,812.39,3
TXN009849,CUST00426,2025-01-13,Apparel,875.07,3
TXN009850,CUST00426,2025-01-13,Home & Kitchen,907.68,1
TXN009851,CUST00426,2025-02-06,Home & Kitchen,1014.89,4
TXN009852,CUST00426,2025-02-16,Apparel,987.3,2
TXN009853,CUST00426,2025-02-23,Sports,757.37,4
TXN009854,CUST00426,2025-03-10,Beauty,630.47,1
TXN009855,CUST00427,2023-08-07,Sports,550.96,3
TXN009856,CUST00427,2023-08-02,Electronics,814.33,2
TXN009857,CUST00427,2023-08-13,Home & Kitchen,499.87,2
TXN009858,CUST00427,2023-08-28,Beauty,631.83,3
TXN009859,CUST00427,2023-11-09,Books,1136.69,3
TXN009860,CUST00427,2024-01-03,Books,311.99,3
TXN009861,CUST00427,2024-01-20,Books,972.55,2
TXN009862,CUST00427,2024-01-01,Sports,998.2,4
TXN009863,CUST00427,2024-02-12,Books,953.05,2
TXN009864,CUST00427,2024-02-06,Beauty,1268.68,1
TXN009865,CUST00427,2024-03-03,Electronics,1206.04,2
TXN009866,CUST00427,2024-04-08,Electronics,554.42,2
TXN009867,CUST00427,2024-05-22,Books,897.68,4
TXN009868,CUST00427,2024-06-20,Apparel,1059.57,3
TXN009869,CUST00427,2024-08-01,Books,601.66,4
TXN009870,CUST00427,2024-08-14,Books,1385.7,3
TXN009871,CUST00427,2024-08-31,Beauty,489.28,1
TXN009872,CUST00427,2024-10-26,Electronics,670.65,3
TXN009873,CUST00427,2024-12-06,Home & Kitchen,186.86,1
TXN009874,CUST00427,2025-01-27,Sports,797.44,4
TXN009875,CUST00427,2025-02-18,Beauty,784.32,4
TXN009876,CUST00427,2025-04-09,Books,319.07,3
TXN009877,CUST00427,2025-04-28,Apparel,829.03,2
TXN009878,CUST00427,2025-05-16,Books,1080.97,3
TXN009879,CUST00427,2025-05-20,Electronics,1485.0,4
TXN009880,CUST00428,2023-11-13,Apparel,1463.07,3
TXN009881,CUST00428,2023-11-13,Books,917.35,1
TXN009882,CUST00428,2023-11-06,Electronics,2167.47,2
TXN009883,CUST00428,2023-11-16,Electronics,2029.8,1
TXN009884,CUST00428,2023-11-18,Books,2299.59,4
TXN009885,CUST00428,2023-11-08,Books,2138.67,1
TXN009886,CUST00428,2023-11-28,Home & Kitchen,1612.26,4
TXN009887,CUST00428,2023-11-27,Sports,1467.2,3
TXN009888,CUST00428,2023-12-27,Apparel,1869.19,1
TXN009889,CUST00428,2023-12-27,Beauty,927.53,3
TXN009890,CUST00428,2024-02-15,Books,1425.05,1
TXN009891,CUST00428,2024-02-03,Electronics,2218.58,2
TXN009892,CUST00428,2024-02-12,Sports,1521.0,1
TXN009893,CUST00428,2024-03-13,Sports,956.62,4
TXN009894,CUST00428,2024-03-17,Beauty,1989.21,4
TXN009895,CUST00428,2024-04-18,Sports,1773.86,4
TXN009896,CUST00428,2024-04-14,Apparel,1623.61,3
TXN009897,CUST00428,2024-05-14,Home & Kitchen,2185.4,3
TXN009898,CUST00428,2024-06-19,Sports,1737.55,4
TXN009899,CUST00428,2024-05-29,Books,2456.97,3
TXN009900,CUST00428,2024-07-05,Apparel,150.0,2
TXN009901,CUST00428,2024-07-04,Books,1053.09,4
TXN009902,CUST00428,2024-06-22,Electronics,2203.26,3
TXN009903,CUST00428,2024-06-24,Sports,904.02,3
TXN009904,CUST00428,2024-07-14,Home & Kitchen,1590.52,4
TXN009905,CUST00428,2024-07-02,Apparel,1021.7,1
TXN009906,CUST00428,2024-07-09,Beauty,1959.55,1
TXN009907,CUST00428,2024-07-15,Sports,1119.93,1
TXN009908,CUST00428,2024-07-25,Beauty,863.36,4
TXN009909,CUST00428,2024-08-14,Home & Kitchen,1946.14,2
TXN009910,CUST00428,2024-07-27,Sports,2172.46,4
TXN009911,CUST00428,2024-08-12,Electronics,1540.05,1
TXN009912,CUST00428,2024-08-24,Home & Kitchen,1543.3,2
TXN009913,CUST00428,2024-09-14,Beauty,1820.12,4
TXN009914,CUST00428,2024-08-26,Sports,2315.47,3
TXN009915,CUST00428,2024-09-29,Books,1985.53,2
TXN009916,CUST00428,2024-10-12,Electronics,1364.57,3
TXN009917,CUST00428,2024-10-06,Home & Kitchen,2383.52,4
TXN009918,CUST00428,2024-09-28,Beauty,2338.02,4
TXN009919,CUST00428,2024-11-12,Apparel,397.13,1
TXN009920,CUST00428,2024-10-30,Sports,805.55,1
TXN009921,CUST00428,2024-11-09,Home & Kitchen,2485.05,2
TXN009922,CUST00428,2024-10-26,Sports,1317.15,2
TXN009923,CUST00428,2024-10-25,Electronics,1531.18,2
TXN009924,CUST00428,2024-11-27,Beauty,1355.68,2
TXN009925,CUST00428,2024-11-22,Electronics,1126.81,3
TXN009926,CUST00428,2024-12-08,Sports,1845.63,1
TXN009927,CUST00428,2025-01-16,Sports,1449.37,3
TXN009928,CUST00428,2025-01-30,Home & Kitchen,1835.65,1
TXN009929,CUST00428,2025-02-27,Apparel,1326.39,2
TXN009930,CUST00428,2025-03-09,Home & Kitchen,1466.37,2
TXN009931,CUST00428,2025-04-04,Beauty,1559.75,4
TXN009932,CUST00428,2025-04-29,Beauty,1088.85,2
TXN009933,CUST00428,2025-04-26,Home & Kitchen,2146.02,2
TXN009934,CUST00428,2025-05-08,Electronics,1688.0,3
TXN009935,CUST00428,2025-05-02,Sports,1526.56,2
TXN009936,CUST00428,2025-06-12,Books,1347.17,1
TXN009937,CUST00428,2025-05-30,Electronics,1889.02,2
TXN009938,CUST00428,2025-06-01,Home & Kitchen,2133.54,3
TXN009939,CUST00429,2023-12-07,Electronics,722.77,3
TXN009940,CUST00429,2023-12-11,Electronics,477.32,3
TXN009941,CUST00429,2024-03-04,Home & Kitchen,288.8,2
TXN009942,CUST00429,2024-02-08,Beauty,661.46,1
TXN009943,CUST00429,2024-09-27,Home & Kitchen,519.66,1
TXN009944,CUST00429,2025-02-13,Beauty,805.91,2
TXN009945,CUST00430,2023-11-17,Apparel,1034.7,1
TXN009946,CUST00430,2023-12-29,Sports,780.36,4
TXN009947,CUST00430,2024-01-23,Sports,359.28,1
TXN009948,CUST00430,2024-06-24,Sports,839.46,1
TXN009949,CUST00430,2024-06-22,Sports,219.81,1
TXN009950,CUST00430,2024-11-27,Books,515.8,1
TXN009951,CUST00430,2025-01-16,Books,362.72,2
TXN009952,CUST00430,2025-02-18,Home & Kitchen,360.64,4
TXN009953,CUST00431,2024-01-27,Electronics,436.36,4
TXN009954,CUST00431,2024-03-09,Apparel,505.24,1
TXN009955,CUST00431,2024-06-26,Books,812.66,4
TXN009956,CUST00431,2024-09-25,Apparel,687.67,4
TXN009957,CUST00431,2024-11-11,Apparel,585.67,1
TXN009958,CUST00431,2024-10-27,Books,862.87,1
TXN009959,CUST00431,2025-04-24,Apparel,499.78,1
TXN009960,CUST00432,2023-11-25,Books,556.06,1
TXN009961,CUST00432,2023-11-28,Books,2056.24,1
TXN009962,CUST00432,2023-12-01,Electronics,2250.34,2
TXN009963,CUST00432,2024-02-02,Apparel,1522.23,4
TXN009964,CUST00432,2024-01-31,Apparel,1773.38,1
TXN009965,CUST00432,2024-01-21,Books,1970.85,1
TXN009966,CUST00432,2024-03-05,Books,1260.29,4
TXN009967,CUST00432,2024-03-03,Books,925.02,3
TXN009968,CUST00432,2024-03-27,Books,2235.2,3
TXN009969,CUST00432,2024-03-24,Home & Kitchen,499.03,1
TXN009970,CUST00432,2024-03-22,Home & Kitchen,2035.73,3
TXN009971,CUST00432,2024-05-13,Beauty,985.43,4
TXN009972,CUST00432,2024-05-18,Books,1101.33,2
TXN009973,CUST00432,2024-06-15,Electronics,861.24,4
TXN009974,CUST00432,2024-05-27,Home & Kitchen,2025.66,2
TXN009975,CUST00432,2024-07-02,Beauty,1434.74,4
TXN009976,CUST00432,2024-06-19,Electronics,1012.92,2
TXN009977,CUST00432,2024-09-11,Sports,2032.62,3
TXN009978,CUST00432,2024-08-20,Sports,2542.98,2
TXN009979,CUST00432,2024-09-29,Apparel,1600.7,2
TXN009980,CUST00432,2024-10-29,Sports,1672.95,2
TXN009981,CUST00432,2024-12-02,Home & Kitchen,2359.29,1
TXN009982,CUST00432,2024-12-07,Apparel,1426.77,1
TXN009983,CUST00432,2025-01-01,Home & Kitchen,2115.25,1
TXN009984,CUST00432,2025-01-08,Home & Kitchen,2131.54,4
TXN009985,CUST00432,2025-01-23,Beauty,150.0,4
TXN009986,CUST00432,2025-01-17,Apparel,1857.45,2
TXN009987,CUST00432,2025-01-16,Beauty,2361.44,4
TXN009988,CUST00432,2025-02-22,Sports,1569.55,1
TXN009989,CUST00432,2025-04-09,Beauty,1812.28,4
TXN009990,CUST00432,2025-03-26,Books,1292.42,4
TXN009991,CUST00432,2025-05-08,Beauty,1092.26,4
TXN009992,CUST00432,2025-05-01,Books,2001.1,3
TXN009993,CUST00432,2025-05-18,Sports,1893.8,4
TXN009994,CUST00432,2025-05-29,Home & Kitchen,811.4,4
TXN009995,CUST00433,2023-08-16,Sports,1716.63,1
TXN009996,CUST00433,2023-08-13,Beauty,619.34,3
TXN009997,CUST00433,2023-09-20,Books,896.23,2
TXN009998,CUST00433,2023-08-28,Beauty,1173.72,3
TXN009999,CUST00433,2023-10-22,Sports,917.33,2
TXN010000,CUST00433,2023-09-26,Electronics,658.3,2
TXN010001,CUST00433,2023-11-27,Apparel,1065.67,4
TXN010002,CUST00433,2023-12-15,Sports,925.98,1
TXN010003,CUST00433,2024-01-02,Apparel,775.12,3
TXN010004,CUST00433,2024-01-21,Sports,844.57,4
TXN010005,CUST00433,2024-02-15,Home & Kitchen,658.72,1
TXN010006,CUST00433,2024-03-12,Apparel,728.99,3
TXN010007,CUST00433,2024-03-13,Electronics,589.73,2
TXN010008,CUST00433,2024-03-15,Electronics,554.21,2
TXN010009,CUST00433,2024-02-26,Books,932.68,4
TXN010010,CUST00433,2024-04-02,Electronics,539.55,2
TXN010011,CUST00433,2024-04-07,Beauty,1173.66,3
TXN010012,CUST00433,2024-05-11,Books,925.86,2
TXN010013,CUST00433,2024-04-24,Sports,756.2,3
TXN010014,CUST00433,2024-05-18,Apparel,1463.6,2
TXN010015,CUST00433,2024-04-23,Home & Kitchen,1276.11,3
TXN010016,CUST00433,2024-04-28,Apparel,906.24,4
TXN010017,CUST00433,2024-06-02,Beauty,998.07,1
TXN010018,CUST00433,2024-06-23,Apparel,780.51,3
TXN010019,CUST00433,2024-08-14,Books,1186.91,2
TXN010020,CUST00433,2024-09-27,Apparel,682.59,1
TXN010021,CUST00433,2024-09-30,Beauty,1012.64,3
TXN010022,CUST00433,2024-09-21,Books,1169.27,1
TXN010023,CUST00433,2024-10-31,Beauty,531.13,3
TXN010024,CUST00433,2024-11-16,Beauty,567.53,3
TXN010025,CUST00433,2024-12-05,Books,925.41,2
TXN010026,CUST00433,2024-12-05,Books,1077.84,2
TXN010027,CUST00433,2025-02-08,Sports,793.92,2
TXN010028,CUST00433,2025-02-03,Beauty,1503.63,1
TXN010029,CUST00433,2025-01-31,Beauty,829.84,4
TXN010030,CUST00433,2025-02-03,Books,900.4,1
TXN010031,CUST00433,2025-02-11,Home & Kitchen,856.89,1
TXN010032,CUST00433,2025-03-05,Beauty,1039.33,4
TXN010033,CUST00433,2025-05-08,Books,1912.69,1
TXN010034,CUST00433,2025-05-27,Sports,1083.53,3
TXN010035,CUST00434,2023-09-18,Beauty,372.05,2
TXN010036,CUST00434,2023-12-08,Books,671.61,3
TXN010037,CUST00434,2024-01-18,Books,654.57,1
TXN010038,CUST00434,2024-01-22,Apparel,515.83,3
TXN010039,CUST00434,2024-02-19,Books,837.92,3
TXN010040,CUST00434,2024-03-30,Beauty,784.8,2
TXN010041,CUST00434,2024-06-26,Sports,694.44,1
TXN010042,CUST00434,2024-07-30,Apparel,408.01,3
TXN010043,CUST00434,2024-08-16,Beauty,577.69,2
TXN010044,CUST00434,2024-08-11,Sports,461.62,4
TXN010045,CUST00434,2024-10-13,Apparel,526.69,3
TXN010046,CUST00434,2024-10-24,Books,695.57,2
TXN010047,CUST00434,2025-05-27,Beauty,794.73,3
TXN010048,CUST00435,2024-03-17,Beauty,998.39,1
TXN010049,CUST00436,2023-09-30,Apparel,942.8,4
TXN010050,CUST00436,2024-04-13,Beauty,1051.24,1
TXN010051,CUST00436,2024-06-06,Apparel,920.93,3
TXN010052,CUST00436,2024-05-17,Home & Kitchen,319.68,1
TXN010053,CUST00436,2024-08-01,Electronics,1246.81,2
TXN010054,CUST00436,2024-07-08,Apparel,604.95,3
TXN010055,CUST00436,2024-08-01,Apparel,925.09,1
TXN010056,CUST00436,2024-08-30,Sports,560.67,1
TXN010057,CUST00436,2024-10-10,Books,760.53,3
TXN010058,CUST00436,2024-11-23,Beauty,1025.95,1
TXN010059,CUST00436,2024-12-05,Electronics,150.0,2
TXN010060,CUST00436,2024-12-31,Electronics,623.55,3
TXN010061,CUST00436,2025-01-03,Electronics,386.31,2
TXN010062,CUST00436,2025-02-07,Apparel,1020.6,1
TXN010063,CUST00436,2025-02-04,Beauty,724.48,2
TXN010064,CUST00436,2025-02-13,Electronics,962.42,3
TXN010065,CUST00436,2025-04-03,Sports,1130.14,4
TXN010066,CUST00436,2025-04-25,Apparel,581.21,2
TXN010067,CUST00437,2023-12-25,Beauty,595.24,1
TXN010068,CUST00437,2024-01-04,Sports,247.01,3
TXN010069,CUST00437,2024-03-11,Sports,821.24,2
TXN010070,CUST00437,2024-05-24,Books,428.11,3
TXN010071,CUST00437,2024-06-01,Books,445.06,4
TXN010072,CUST00437,2024-11-17,Books,600.92,3
TXN010073,CUST00437,2024-12-27,Books,470.58,4
TXN010074,CUST00437,2025-01-16,Sports,424.13,2
TXN010075,CUST00437,2025-06-16,Sports,366.53,3
TXN010076,CUST00438,2023-09-10,Electronics,785.23,4
TXN010077,CUST00438,2023-09-21,Beauty,2002.38,2
TXN010078,CUST00438,2023-09-14,Home & Kitchen,1910.73,2
TXN010079,CUST00438,2023-08-28,Beauty,1422.65,3
TXN010080,CUST00438,2023-10-12,Apparel,1965.66,4
TXN010081,CUST00438,2023-11-05,Books,855.38,4
TXN010082,CUST00438,2023-11-21,Beauty,765.29,1
TXN010083,CUST00438,2023-11-03,Home & Kitchen,1681.59,1
TXN010084,CUST00438,2023-12-22,Electronics,2423.41,4
TXN010085,CUST00438,2023-12-01,Books,2557.48,1
TXN010086,CUST00438,2024-01-10,Apparel,1954.26,1
TXN010087,CUST00438,2024-02-24,Home & Kitchen,2642.81,3
TXN010088,CUST00438,2024-03-05,Sports,614.31,1
TXN010089,CUST00438,2024-05-20,Electronics,1074.43,3
TXN010090,CUST00438,2024-05-10,Home & Kitchen,2647.54,3
TXN010091,CUST00438,2024-04-29,Books,1800.56,4
TXN010092,CUST00438,2024-05-10,Beauty,1901.43,3
TXN010093,CUST00438,2024-06-13,Electronics,1767.42,4
TXN010094,CUST00438,2024-06-15,Home & Kitchen,2084.89,4
TXN010095,CUST00438,2024-07-18,Apparel,1246.89,4
TXN010096,CUST00438,2024-09-07,Books,1699.66,3
TXN010097,CUST00438,2024-09-27,Electronics,1133.64,2
TXN010098,CUST00438,2024-10-06,Sports,1083.54,2
TXN010099,CUST00438,2024-09-26,Sports,2036.5,1
TXN010100,CUST00438,2024-09-29,Home & Kitchen,1618.92,4
TXN010101,CUST00439,2023-09-11,Home & Kitchen,848.87,4
TXN010102,CUST00439,2023-09-15,Electronics,1226.11,2
TXN010103,CUST00439,2023-12-09,Beauty,1103.12,4
TXN010104,CUST00439,2024-02-23,Beauty,1071.42,3
TXN010105,CUST00439,2024-02-19,Home & Kitchen,1530.7,4
TXN010106,CUST00439,2024-03-19,Beauty,158.7,1
TXN010107,CUST00439,2024-03-22,Sports,1217.59,4
TXN010108,CUST00439,2024-03-27,Apparel,775.97,4
TXN010109,CUST00439,2024-04-05,Books,888.92,4
TXN010110,CUST00439,2024-05-19,Electronics,653.76,3
TXN010111,CUST00439,2024-05-29,Home & Kitchen,626.0,4
TXN010112,CUST00439,2024-05-25,Beauty,710.3,1
TXN010113,CUST00439,2024-06-03,Apparel,649.57,1
TXN010114,CUST00439,2024-08-05,Sports,987.6,4
TXN010115,CUST00439,2024-09-09,Home & Kitchen,1382.76,1
TXN010116,CUST00439,2024-09-05,Electronics,1309.82,2
TXN010117,CUST00439,2024-09-14,Home & Kitchen,882.63,1
TXN010118,CUST00439,2024-10-16,Home & Kitchen,676.82,4
TXN010119,CUST00439,2024-12-16,Apparel,1689.71,3
TXN010120,CUST00439,2024-12-30,Sports,1313.05,3
TXN010121,CUST00439,2025-02-21,Sports,521.27,3
TXN010122,CUST00439,2025-03-15,Electronics,674.53,4
TXN010123,CUST00439,2025-04-14,Beauty,223.69,4
TXN010124,CUST00439,2025-05-15,Sports,1068.06,3
TXN010125,CUST00439,2025-06-13,Books,718.58,2
TXN010126,CUST00439,2025-05-30,Beauty,442.63,1
TXN010127,CUST00439,2025-06-18,Home & Kitchen,1157.39,1
TXN010128,CUST00440,2023-11-29,Electronics,617.71,3
TXN010129,CUST00440,2023-11-25,Apparel,589.67,4
TXN010130,CUST00440,2024-03-25,Home & Kitchen,150.0,1
TXN010131,CUST00440,2024-05-27,Home & Kitchen,358.26,3
TXN010132,CUST00440,2024-07-30,Sports,842.63,2
TXN010133,CUST00440,2024-11-22,Sports,542.09,2
TXN010134,CUST00440,2025-01-11,Apparel,387.85,3
TXN010135,CUST00440,2025-02-18,Apparel,244.77,4
TXN010136,CUST00440,2025-03-08,Books,541.61,1
TXN010137,CUST00440,2025-04-13,Home & Kitchen,410.44,3
TXN010138,CUST00440,2025-04-28,Books,592.67,3
TXN010139,CUST00441,2023-10-18,Apparel,661.74,4
TXN010140,CUST00441,2023-10-27,Books,611.37,2
TXN010141,CUST00441,2024-01-30,Home & Kitchen,573.13,3
TXN010142,CUST00441,2024-02-18,Home & Kitchen,763.14,3
TXN010143,CUST00441,2024-07-04,Home & Kitchen,608.41,3
TXN010144,CUST00441,2024-08-13,Books,629.68,3
TXN010145,CUST00442,2023-10-02,Books,3195.48,3
TXN010146,CUST00442,2023-10-17,Home & Kitchen,1650.37,1
TXN010147,CUST00442,2023-09-23,Home & Kitchen,3136.5,3
TXN010148,CUST00442,2023-09-18,Beauty,4125.22,2
TXN010149,CUST00442,2023-10-03,Beauty,4374.22,3
TXN010150,CUST00442,2023-10-27,Home & Kitchen,3672.79,4
TXN010151,CUST00442,2023-10-30,Sports,1865.34,2
TXN010152,CUST00442,2023-11-15,Sports,3177.21,2
TXN010153,CUST00442,2023-10-26,Books,3193.38,4
TXN010154,CUST00442,2023-10-26,Electronics,2582.29,4
TXN010155,CUST00442,2023-12-12,Home & Kitchen,4214.0,1
TXN010156,CUST00442,2023-11-21,Sports,5026.97,1
TXN010157,CUST00442,2023-11-26,Electronics,3292.14,3
TXN010158,CUST00442,2023-12-21,Sports,3823.12,3
TXN010159,CUST00442,2023-12-24,Sports,3513.38,2
TXN010160,CUST00442,2023-12-18,Apparel,3624.15,2
TXN010161,CUST00442,2024-01-02,Home & Kitchen,3671.64,4
TXN010162,CUST00442,2024-01-15,Books,2957.5,3
TXN010163,CUST00442,2023-12-18,Apparel,4371.98,3
TXN010164,CUST00442,2023-12-22,Sports,1986.05,4
TXN010165,CUST00442,2024-02-09,Books,3030.08,4
TXN010166,CUST00442,2024-01-25,Apparel,1646.98,4
TXN010167,CUST00442,2024-01-17,Beauty,760.77,3
TXN010168,CUST00442,2024-02-10,Books,485.16,4
TXN010169,CUST00442,2024-03-04,Electronics,1820.96,4
TXN010170,CUST00442,2024-02-26,Beauty,3596.19,1
TXN010171,CUST00442,2024-03-03,Apparel,2986.85,3
TXN010172,CUST00442,2024-04-06,Books,3081.21,1
TXN010173,CUST00442,2024-04-12,Sports,3092.82,3
TXN010174,CUST00442,2024-04-12,Home & Kitchen,3285.82,4
TXN010175,CUST00442,2024-04-14,Apparel,3330.47,2
TXN010176,CUST00442,2024-05-07,Sports,3066.63,1
TXN010177,CUST00442,2024-04-26,Sports,3362.83,4
TXN010178,CUST00442,2024-05-02,Sports,3657.57,2
TXN010179,CUST00442,2024-05-14,Home & Kitchen,2332.64,1
TXN010180,CUST00442,2024-04-28,Electronics,3525.5,1
TXN010181,CUST00442,2024-07-06,Books,1382.27,1
TXN010182,CUST00442,2024-07-03,Home & Kitchen,5635.86,2
TXN010183,CUST00442,2024-06-20,Apparel,1532.03,4
TXN010184,CUST00442,2024-07-12,Home & Kitchen,3130.12,3
TXN010185,CUST00442,2024-07-08,Electronics,2929.75,3
TXN010186,CUST00442,2024-06-22,Electronics,2876.54,4
TXN010187,CUST00442,2024-08-01,Home & Kitchen,2678.2,3
TXN010188,CUST00442,2024-07-20,Home & Kitchen,3284.42,3
TXN010189,CUST00442,2024-07-19,Sports,4655.21,3
TXN010190,CUST00442,2024-08-12,Apparel,2050.57,2
TXN010191,CUST00442,2024-07-22,Books,4171.31,2
